page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect,taco_match,taco_similarity
95,"Queijo ""petit suisse"" salada de fruta I",46.4,,5.4,,,False,"Queijo, petit suisse, morango",0.429
95,"Queijo tipo ""cottage"" -Lacreme®",94.0,,4.0,14.5,,False,Queijo cottage,0.5
95,"Queijo tipo ""cottage"" (1 o/o de gordura)",72.4,2.73,1.03,12.4,0.0,False,Queijo cottage,0.5
96,Queijo tipo minas,243.0,,19.0,18.0,,False,"Queijo, minas, frescal",0.5
96,Queijo tipo parmesão ralado,456.0,3.75,30.0,41.6,0.0,False,"Queijo, parmesão",0.5
96,Queijo tipo prato -Polenghi®,309.0,,22.5,20.5,,False,"Queijo, prato",0.5
97,Quindim -Royal®*,301.9,44.42,13.08,4.61,,False,Quindim,0.5
97,Recheio doce de leite com coco-Moça,330.0,55.4,9.4,,,False,"Leite, de coco",0.4
98,Ricota,174.0,3.05,13.0,0.3,0.0,False,"Queijo, ricota",0.5
98,Rim bovino (cru),86.0,0.0,2.6,15.7,0.0,False,"Hambúrguer, bovino, cru",0.5
99,Rocambole recheio de doce de leite,290.22,56.3,4.99,6.09,0.42,False,"Doce, de leite, cremoso",0.4
99,Romã,68.0,17.2,0.3,0.95,3.55,False,"Romã, crua",0.5
99,Rúcula,17.22,2.03,0.3,1.6,1.47,False,"Rúcula, crua",0.5
99,Salada de fava,146.32,,,3.73,2.78,False,Salada,0.5
100,"Salada de maionese (batata, cenoura,",96.82,14.87,3.83,,,False,"Salada, de legumes, com maionese",0.4
100,Salmão (cru),116.0,0.0,3.46,19.9,0.0,False,"Salmão, sem pele, fresco, cru",0.5
102,Seleta de legumes cm conserva,76.0,15.0,1.0,,,False,"Seleta de legumes, enlatada",0.4
105,"Sopinha com pedaços carne, caldo de",75.2,5.28,4.19,,,False,"Caldo de carne, tablete",0.4
112,Suco de abacaxi com açúcar,55.05,14.14,0.12,11.0,0.34,False,Suco de laranja sem açúcar,0.5
112,Suco de laranja -Leco®,45.0,10.5,0.2,0.6,0.03,False,"Laranja, baía, suco",0.5
112,"Suco de laranja com acerola sem açúcar 32, 15",7.42,0.19,0.02,0.52,0.19,False,Suco de laranja sem açúcar,0.5
112,Suco de laranja com berinjela,35.61,8.24,0.17,0.66,0.55,False,"Laranja, baía, suco",0.5
112,Suco de laranja com cenoura sem,44.26,10.29,0.19,,,False,"Laranja, baía, suco",0.5
112,Suco de laranja em pó -Tang®,350.0,87.5,,,,False,"Laranja, baía, suco",0.4
113,Suco de laranja em pó -Tang®*,42.0,10.5,,,,False,"Laranja, baía, suco",0.4
113,Suco de laranja refrigerado,40.0,9.0,0.2,,,False,"Laranja, baía, suco",0.5
113,Suco de limão em pó -Tang®,350.0,87.5,,,,False,"Limão, cravo, suco",0.4
113,Suco de limão em pó -Tang®*,42.0,10.5,,,,False,"Limão, cravo, suco",0.4
113,Suco de maracujá-Yakult®,60.0,11.01,0.92,1.56,,False,"Maracujá, suco concentrado, envasado",0.4
113,Suco de maracujá com açúcar,63.95,16.42,0.02,0.06,0.02,False,Suco de laranja sem açúcar,0.5
114,Suco de melancia sem açúcar,28.02,6.3,0.38,0.54,0.2,False,Suco de laranja sem açúcar,0.5
114,Suco de melão com açúcar,41.86,10.6,0.04,0.36,0.32,False,Suco de laranja sem açúcar,0.5
114,"Suco vitaminado (laranja, limão,",52.71,12.81,0.2,,,False,"Laranja, baía, suco",0.4
116,Tamarindo,239.0,62.5,0.6,2.81,5.1,False,"Tamarindo, cru",0.5
117,Tomate,21.0,4.65,0.33,0.85,1.03,False,"Tomate, extrato",0.5
119,Umbu,44.0,10.6,0.4,0.6,,False,"Umbu, cru",0.5
